customer_index,age,shap_top3,lime_top3,jaccard_top3,shap_top5,lime_top5,jaccard_top5,shap_top10,lime_top10,jaccard_top10,age_group
43,27,"PAY_0, LIMIT_BAL, PAY_AMT2","LIMIT_BAL, PAY_0, PAY_AMT1",0.5,"PAY_0, LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT6","LIMIT_BAL, PAY_0, PAY_AMT1, PAY_AMT2, PAY_3",0.42857142857142855,"PAY_0, LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT6, PAY_2, PAY_3, BILL_AMT3, SEX, MARRIAGE","LIMIT_BAL, PAY_0, PAY_AMT1, PAY_AMT2, PAY_3, AGE, MARRIAGE, PAY_5, PAY_AMT5, PAY_4",0.3333333333333333,Under 30
44,30,"BILL_AMT4, PAY_AMT3, PAY_0","BILL_AMT6, BILL_AMT1, PAY_0",0.2,"BILL_AMT4, PAY_AMT3, PAY_0, AGE, BILL_AMT3","BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT1, PAY_AMT2",0.1111111111111111,"BILL_AMT4, PAY_AMT3, PAY_0, AGE, BILL_AMT3, PAY_AMT1, BILL_AMT1, BILL_AMT2, LIMIT_BAL, PAY_2","BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT1, PAY_AMT2, BILL_AMT4, LIMIT_BAL, BILL_AMT3, MARRIAGE, PAY_6",0.42857142857142855,Under 30
45,25,"PAY_0, PAY_4, PAY_5","PAY_0, LIMIT_BAL, PAY_3",0.2,"PAY_0, PAY_4, PAY_5, PAY_3, PAY_2","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_2",0.6666666666666666,"PAY_0, PAY_4, PAY_5, PAY_3, PAY_2, LIMIT_BAL, PAY_AMT1, PAY_AMT3, BILL_AMT1, PAY_AMT4","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_2, BILL_AMT6, PAY_AMT1, MARRIAGE, AGE, PAY_AMT4",0.5384615384615384,Under 30
46,25,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT2","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT2, MARRIAGE",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT2, PAY_AMT3, PAY_AMT6, PAY_2, BILL_AMT3, MARRIAGE","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT2, MARRIAGE, PAY_3, BILL_AMT1, AGE, PAY_AMT5, BILL_AMT5",0.3333333333333333,Under 30
47,29,"PAY_AMT2, PAY_0, PAY_AMT3","PAY_AMT2, BILL_AMT1, LIMIT_BAL",0.2,"PAY_AMT2, PAY_0, PAY_AMT3, BILL_AMT1, PAY_AMT1","PAY_AMT2, BILL_AMT1, LIMIT_BAL, PAY_0, PAY_AMT1",0.6666666666666666,"PAY_AMT2, PAY_0, PAY_AMT3, BILL_AMT1, PAY_AMT1, MARRIAGE, AGE, PAY_AMT6, PAY_3, PAY_2","PAY_AMT2, BILL_AMT1, LIMIT_BAL, PAY_0, PAY_AMT1, BILL_AMT5, PAY_AMT6, MARRIAGE, BILL_AMT2, PAY_6",0.42857142857142855,Under 30
48,27,"PAY_0, PAY_AMT1, PAY_AMT2","PAY_AMT2, BILL_AMT1, PAY_AMT1",0.5,"PAY_0, PAY_AMT1, PAY_AMT2, PAY_AMT5, LIMIT_BAL","PAY_AMT2, BILL_AMT1, PAY_AMT1, BILL_AMT6, PAY_0",0.42857142857142855,"PAY_0, PAY_AMT1, PAY_AMT2, PAY_AMT5, LIMIT_BAL, BILL_AMT3, PAY_AMT6, BILL_AMT2, BILL_AMT5, PAY_AMT4","PAY_AMT2, BILL_AMT1, PAY_AMT1, BILL_AMT6, PAY_0, LIMIT_BAL, MARRIAGE, BILL_AMT5, BILL_AMT4, SEX",0.3333333333333333,Under 30
49,23,"PAY_0, BILL_AMT1, PAY_AMT6","PAY_0, BILL_AMT1, BILL_AMT6",0.5,"PAY_0, BILL_AMT1, PAY_AMT6, AGE, MARRIAGE","PAY_0, BILL_AMT1, BILL_AMT6, AGE, PAY_AMT6",0.6666666666666666,"PAY_0, BILL_AMT1, PAY_AMT6, AGE, MARRIAGE, PAY_2, LIMIT_BAL, PAY_6, PAY_AMT2, BILL_AMT6","PAY_0, BILL_AMT1, BILL_AMT6, AGE, PAY_AMT6, MARRIAGE, LIMIT_BAL, PAY_AMT5, PAY_3, BILL_AMT2",0.5384615384615384,Under 30
50,41,"PAY_0, PAY_AMT3, PAY_AMT2","BILL_AMT6, BILL_AMT1, PAY_0",0.2,"PAY_0, PAY_AMT3, PAY_AMT2, PAY_AMT4, BILL_AMT3","BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT2, BILL_AMT3",0.42857142857142855,"PAY_0, PAY_AMT3, PAY_AMT2, PAY_AMT4, BILL_AMT3, LIMIT_BAL, PAY_3, PAY_2, PAY_AMT6, PAY_5","BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT2, BILL_AMT3, BILL_AMT5, MARRIAGE, LIMIT_BAL, PAY_AMT6, PAY_AMT1",0.3333333333333333,30-45
51,44,"PAY_6, PAY_0, PAY_5","BILL_AMT1, PAY_3, PAY_0",0.2,"PAY_6, PAY_0, PAY_5, PAY_3, PAY_4","BILL_AMT1, PAY_3, PAY_0, PAY_AMT1, BILL_AMT6",0.25,"PAY_6, PAY_0, PAY_5, PAY_3, PAY_4, PAY_AMT1, BILL_AMT1, PAY_AMT3, LIMIT_BAL, PAY_AMT2","BILL_AMT1, PAY_3, PAY_0, PAY_AMT1, BILL_AMT6, PAY_AMT2, PAY_4, LIMIT_BAL, AGE, PAY_6",0.6666666666666666,30-45
52,39,"PAY_0, LIMIT_BAL, PAY_6","LIMIT_BAL, BILL_AMT1, PAY_0",0.5,"PAY_0, LIMIT_BAL, PAY_6, BILL_AMT1, PAY_AMT5","LIMIT_BAL, BILL_AMT1, PAY_0, BILL_AMT6, PAY_6",0.6666666666666666,"PAY_0, LIMIT_BAL, PAY_6, BILL_AMT1, PAY_AMT5, PAY_AMT1, BILL_AMT6, PAY_AMT4, PAY_AMT3, BILL_AMT5","LIMIT_BAL, BILL_AMT1, PAY_0, BILL_AMT6, PAY_6, BILL_AMT4, BILL_AMT5, MARRIAGE, BILL_AMT2, PAY_5",0.42857142857142855,30-45
53,43,"PAY_0, BILL_AMT3, LIMIT_BAL","BILL_AMT1, PAY_0, BILL_AMT6",0.2,"PAY_0, BILL_AMT3, LIMIT_BAL, PAY_AMT1, SEX","BILL_AMT1, PAY_0, BILL_AMT6, AGE, LIMIT_BAL",0.25,"PAY_0, BILL_AMT3, LIMIT_BAL, PAY_AMT1, SEX, BILL_AMT2, PAY_AMT5, PAY_2, MARRIAGE, PAY_AMT4","BILL_AMT1, PAY_0, BILL_AMT6, AGE, LIMIT_BAL, BILL_AMT4, PAY_3, BILL_AMT3, MARRIAGE, BILL_AMT2",0.3333333333333333,30-45
54,42,"PAY_0, BILL_AMT1, LIMIT_BAL","PAY_0, BILL_AMT6, AGE",0.2,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT2, SEX","PAY_0, BILL_AMT6, AGE, PAY_AMT2, PAY_3",0.25,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT2, SEX, PAY_AMT1, PAY_2, MARRIAGE, PAY_AMT3, PAY_3","PAY_0, BILL_AMT6, AGE, PAY_AMT2, PAY_3, PAY_4, MARRIAGE, PAY_AMT1, LIMIT_BAL, SEX",0.5384615384615384,30-45
55,37,"PAY_0, PAY_AMT1, PAY_AMT3","BILL_AMT1, PAY_AMT1, PAY_0",0.5,"PAY_0, PAY_AMT1, PAY_AMT3, BILL_AMT3, BILL_AMT5","BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, MARRIAGE",0.25,"PAY_0, PAY_AMT1, PAY_AMT3, BILL_AMT3, BILL_AMT5, BILL_AMT1, LIMIT_BAL, SEX, BILL_AMT2, PAY_AMT5","BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, MARRIAGE, LIMIT_BAL, PAY_AMT4, PAY_AMT5, PAY_3, PAY_4",0.3333333333333333,30-45
56,31,"PAY_0, LIMIT_BAL, BILL_AMT1","PAY_0, PAY_AMT2, LIMIT_BAL",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_2","PAY_0, PAY_AMT2, LIMIT_BAL, BILL_AMT6, MARRIAGE",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_2, PAY_3, SEX, PAY_AMT6, PAY_AMT3, MARRIAGE","PAY_0, PAY_AMT2, LIMIT_BAL, BILL_AMT6, MARRIAGE, PAY_3, PAY_4, AGE, PAY_AMT1, BILL_AMT2",0.3333333333333333,30-45
57,39,"PAY_2, LIMIT_BAL, PAY_6","PAY_0, LIMIT_BAL, PAY_3",0.2,"PAY_2, LIMIT_BAL, PAY_6, PAY_4, PAY_3","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_2",0.6666666666666666,"PAY_2, LIMIT_BAL, PAY_6, PAY_4, PAY_3, PAY_0, PAY_5, BILL_AMT1, PAY_AMT3, PAY_AMT1","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_2, PAY_AMT1, PAY_6, BILL_AMT6, PAY_5, MARRIAGE",0.6666666666666666,30-45
58,32,"PAY_0, PAY_AMT1, BILL_AMT1","PAY_AMT1, PAY_0, BILL_AMT4",0.5,"PAY_0, PAY_AMT1, BILL_AMT1, PAY_AMT2, LIMIT_BAL","PAY_AMT1, PAY_0, BILL_AMT4, BILL_AMT3, LIMIT_BAL",0.42857142857142855,"PAY_0, PAY_AMT1, BILL_AMT1, PAY_AMT2, LIMIT_BAL, PAY_AMT3, MARRIAGE, PAY_2, PAY_3, BILL_AMT4","PAY_AMT1, PAY_0, BILL_AMT4, BILL_AMT3, LIMIT_BAL, MARRIAGE, BILL_AMT6, SEX, PAY_4, PAY_6",0.3333333333333333,30-45
59,43,"PAY_0, BILL_AMT1, LIMIT_BAL","BILL_AMT1, PAY_0, BILL_AMT6",0.5,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT3, BILL_AMT5","BILL_AMT1, PAY_0, BILL_AMT6, PAY_AMT6, AGE",0.25,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT3, BILL_AMT5, BILL_AMT2, SEX, BILL_AMT3, PAY_AMT4, PAY_AMT1","BILL_AMT1, PAY_0, BILL_AMT6, PAY_AMT6, AGE, MARRIAGE, BILL_AMT5, BILL_AMT3, PAY_3, PAY_2",0.25,30-45
60,35,"LIMIT_BAL, PAY_0, PAY_AMT2","LIMIT_BAL, PAY_0, PAY_AMT2",1.0,"LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT1, PAY_AMT3","LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT6, PAY_AMT1",0.42857142857142855,"LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT1, PAY_AMT3, PAY_2, PAY_AMT5, BILL_AMT6, SEX, PAY_3","LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT6, PAY_AMT1, PAY_5, BILL_AMT3, PAY_2, MARRIAGE, SEX",0.42857142857142855,30-45
61,34,"PAY_0, LIMIT_BAL, PAY_AMT3","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"PAY_0, LIMIT_BAL, PAY_AMT3, BILL_AMT1, PAY_AMT2","LIMIT_BAL, PAY_0, BILL_AMT6, AGE, PAY_4",0.25,"PAY_0, LIMIT_BAL, PAY_AMT3, BILL_AMT1, PAY_AMT2, PAY_2, BILL_AMT6, SEX, MARRIAGE, PAY_AMT4","LIMIT_BAL, PAY_0, BILL_AMT6, AGE, PAY_4, PAY_AMT4, BILL_AMT1, PAY_3, PAY_AMT1, PAY_AMT2",0.42857142857142855,30-45
62,37,"PAY_2, PAY_0, PAY_AMT5","BILL_AMT6, PAY_AMT2, BILL_AMT1",0.0,"PAY_2, PAY_0, PAY_AMT5, PAY_AMT2, PAY_AMT3","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_0, PAY_2",0.42857142857142855,"PAY_2, PAY_0, PAY_AMT5, PAY_AMT2, PAY_AMT3, BILL_AMT1, PAY_AMT1, BILL_AMT6, BILL_AMT4, PAY_AMT6","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_0, PAY_2, PAY_AMT1, MARRIAGE, BILL_AMT5, LIMIT_BAL, BILL_AMT4",0.5384615384615384,30-45
63,44,"PAY_0, PAY_AMT2, PAY_AMT1","BILL_AMT1, PAY_0, BILL_AMT5",0.2,"PAY_0, PAY_AMT2, PAY_AMT1, BILL_AMT1, PAY_AMT3","BILL_AMT1, PAY_0, BILL_AMT5, MARRIAGE, LIMIT_BAL",0.25,"PAY_0, PAY_AMT2, PAY_AMT1, BILL_AMT1, PAY_AMT3, PAY_3, BILL_AMT6, MARRIAGE, EDUCATION, PAY_5","BILL_AMT1, PAY_0, BILL_AMT5, MARRIAGE, LIMIT_BAL, PAY_AMT2, BILL_AMT3, AGE, PAY_AMT1, BILL_AMT4",0.3333333333333333,30-45
64,38,"PAY_0, BILL_AMT1, SEX","PAY_0, LIMIT_BAL, PAY_AMT2",0.2,"PAY_0, BILL_AMT1, SEX, PAY_AMT2, BILL_AMT2","PAY_0, LIMIT_BAL, PAY_AMT2, MARRIAGE, PAY_3",0.25,"PAY_0, BILL_AMT1, SEX, PAY_AMT2, BILL_AMT2, PAY_AMT6, BILL_AMT6, PAY_2, MARRIAGE, PAY_AMT3","PAY_0, LIMIT_BAL, PAY_AMT2, MARRIAGE, PAY_3, PAY_4, SEX, PAY_AMT6, PAY_AMT3, PAY_AMT1",0.42857142857142855,30-45
65,36,"PAY_0, PAY_AMT6, BILL_AMT3","PAY_AMT2, BILL_AMT1, PAY_AMT1",0.0,"PAY_0, PAY_AMT6, BILL_AMT3, PAY_AMT3, BILL_AMT1","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6",0.25,"PAY_0, PAY_AMT6, BILL_AMT3, PAY_AMT3, BILL_AMT1, PAY_AMT1, PAY_AMT2, BILL_AMT4, PAY_AMT5, LIMIT_BAL","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, LIMIT_BAL, PAY_3, MARRIAGE, PAY_AMT5, PAY_AMT6",0.5384615384615384,30-45
66,38,"PAY_0, PAY_AMT1, BILL_AMT3","BILL_AMT1, PAY_AMT2, PAY_0",0.2,"PAY_0, PAY_AMT1, BILL_AMT3, BILL_AMT1, PAY_AMT2","BILL_AMT1, PAY_AMT2, PAY_0, PAY_AMT1, BILL_AMT6",0.6666666666666666,"PAY_0, PAY_AMT1, BILL_AMT3, BILL_AMT1, PAY_AMT2, BILL_AMT5, SEX, LIMIT_BAL, PAY_AMT6, PAY_AMT4","BILL_AMT1, PAY_AMT2, PAY_0, PAY_AMT1, BILL_AMT6, LIMIT_BAL, BILL_AMT4, PAY_3, MARRIAGE, AGE",0.3333333333333333,30-45
67,38,"PAY_0, LIMIT_BAL, PAY_AMT3","BILL_AMT6, BILL_AMT1, PAY_0",0.2,"PAY_0, LIMIT_BAL, PAY_AMT3, PAY_AMT6, BILL_AMT3","BILL_AMT6, BILL_AMT1, PAY_0, BILL_AMT2, MARRIAGE",0.1111111111111111,"PAY_0, LIMIT_BAL, PAY_AMT3, PAY_AMT6, BILL_AMT3, BILL_AMT1, PAY_AMT5, PAY_2, BILL_AMT4, SEX","BILL_AMT6, BILL_AMT1, PAY_0, BILL_AMT2, MARRIAGE, BILL_AMT5, LIMIT_BAL, PAY_3, PAY_AMT6, BILL_AMT4",0.3333333333333333,30-45
68,31,"PAY_0, PAY_AMT1, BILL_AMT1","BILL_AMT6, PAY_AMT2, BILL_AMT1",0.2,"PAY_0, PAY_AMT1, BILL_AMT1, BILL_AMT3, LIMIT_BAL","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0",0.42857142857142855,"PAY_0, PAY_AMT1, BILL_AMT1, BILL_AMT3, LIMIT_BAL, PAY_AMT2, PAY_AMT6, BILL_AMT6, PAY_AMT5, SEX","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, MARRIAGE, LIMIT_BAL, PAY_AMT6, BILL_AMT2, BILL_AMT4",0.5384615384615384,30-45
69,38,"PAY_0, BILL_AMT6, PAY_AMT1","BILL_AMT6, PAY_AMT2, BILL_AMT1",0.2,"PAY_0, BILL_AMT6, PAY_AMT1, PAY_AMT2, PAY_AMT5","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_0, PAY_AMT6",0.42857142857142855,"PAY_0, BILL_AMT6, PAY_AMT1, PAY_AMT2, PAY_AMT5, BILL_AMT1, PAY_AMT6, PAY_AMT4, PAY_AMT3, SEX","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_0, PAY_AMT6, LIMIT_BAL, PAY_3, MARRIAGE, PAY_5, BILL_AMT2",0.3333333333333333,30-45
70,43,"PAY_0, PAY_AMT4, BILL_AMT6","BILL_AMT6, PAY_AMT1, PAY_0",0.5,"PAY_0, PAY_AMT4, BILL_AMT6, PAY_AMT1, LIMIT_BAL","BILL_AMT6, PAY_AMT1, PAY_0, PAY_AMT2, BILL_AMT3",0.42857142857142855,"PAY_0, PAY_AMT4, BILL_AMT6, PAY_AMT1, LIMIT_BAL, PAY_AMT3, PAY_AMT5, PAY_AMT2, BILL_AMT1, PAY_2","BILL_AMT6, PAY_AMT1, PAY_0, PAY_AMT2, BILL_AMT3, PAY_AMT4, BILL_AMT4, AGE, LIMIT_BAL, MARRIAGE",0.42857142857142855,30-45
71,33,"PAY_0, BILL_AMT1, PAY_AMT3","PAY_0, PAY_AMT2, BILL_AMT5",0.2,"PAY_0, BILL_AMT1, PAY_AMT3, LIMIT_BAL, PAY_AMT2","PAY_0, PAY_AMT2, BILL_AMT5, LIMIT_BAL, BILL_AMT3",0.42857142857142855,"PAY_0, BILL_AMT1, PAY_AMT3, LIMIT_BAL, PAY_AMT2, PAY_3, BILL_AMT4, PAY_5, PAY_AMT1, BILL_AMT3","PAY_0, PAY_AMT2, BILL_AMT5, LIMIT_BAL, BILL_AMT3, BILL_AMT4, PAY_AMT5, MARRIAGE, PAY_2, PAY_6",0.3333333333333333,30-45
72,34,"PAY_0, PAY_AMT1, BILL_AMT3","PAY_AMT2, PAY_AMT1, BILL_AMT1",0.2,"PAY_0, PAY_AMT1, BILL_AMT3, PAY_AMT2, PAY_AMT5","PAY_AMT2, PAY_AMT1, BILL_AMT1, PAY_0, BILL_AMT6",0.42857142857142855,"PAY_0, PAY_AMT1, BILL_AMT3, PAY_AMT2, PAY_AMT5, BILL_AMT6, PAY_AMT6, BILL_AMT5, PAY_AMT3, LIMIT_BAL","PAY_AMT2, PAY_AMT1, BILL_AMT1, PAY_0, BILL_AMT6, BILL_AMT5, MARRIAGE, PAY_AMT6, PAY_3, BILL_AMT4",0.42857142857142855,30-45
73,41,"PAY_0, PAY_AMT1, PAY_AMT6","BILL_AMT1, PAY_AMT1, PAY_0",0.5,"PAY_0, PAY_AMT1, PAY_AMT6, LIMIT_BAL, PAY_AMT5","BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, LIMIT_BAL",0.42857142857142855,"PAY_0, PAY_AMT1, PAY_AMT6, LIMIT_BAL, PAY_AMT5, BILL_AMT3, BILL_AMT2, BILL_AMT5, PAY_2, PAY_AMT4","BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, LIMIT_BAL, PAY_3, PAY_AMT4, MARRIAGE, SEX, BILL_AMT5",0.3333333333333333,30-45
74,38,"PAY_0, LIMIT_BAL, PAY_AMT1","LIMIT_BAL, PAY_0, MARRIAGE",0.5,"PAY_0, LIMIT_BAL, PAY_AMT1, PAY_AMT3, PAY_AMT2","LIMIT_BAL, PAY_0, MARRIAGE, AGE, PAY_AMT4",0.25,"PAY_0, LIMIT_BAL, PAY_AMT1, PAY_AMT3, PAY_AMT2, MARRIAGE, PAY_3, BILL_AMT1, BILL_AMT3, BILL_AMT5","LIMIT_BAL, PAY_0, MARRIAGE, AGE, PAY_AMT4, PAY_3, PAY_AMT3, PAY_5, BILL_AMT6, PAY_4",0.3333333333333333,30-45
75,41,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, PAY_AMT2",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, BILL_AMT6","LIMIT_BAL, PAY_0, PAY_AMT2, MARRIAGE, PAY_AMT1",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, BILL_AMT6, PAY_AMT3, PAY_2, PAY_3, SEX, PAY_AMT5","LIMIT_BAL, PAY_0, PAY_AMT2, MARRIAGE, PAY_AMT1, PAY_AMT4, BILL_AMT6, PAY_5, SEX, PAY_3",0.42857142857142855,30-45
76,37,"PAY_0, PAY_6, LIMIT_BAL","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"PAY_0, PAY_6, LIMIT_BAL, BILL_AMT1, PAY_AMT5","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_6, PAY_AMT4",0.42857142857142855,"PAY_0, PAY_6, LIMIT_BAL, BILL_AMT1, PAY_AMT5, PAY_AMT2, MARRIAGE, PAY_AMT1, BILL_AMT6, SEX","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_6, PAY_AMT4, PAY_AMT1, MARRIAGE, PAY_3, PAY_AMT6, BILL_AMT1",0.5384615384615384,30-45
77,36,"PAY_0, PAY_6, PAY_5","BILL_AMT1, BILL_AMT6, PAY_0",0.2,"PAY_0, PAY_6, PAY_5, PAY_AMT4, BILL_AMT1","BILL_AMT1, BILL_AMT6, PAY_0, LIMIT_BAL, BILL_AMT2",0.25,"PAY_0, PAY_6, PAY_5, PAY_AMT4, BILL_AMT1, LIMIT_BAL, PAY_AMT2, BILL_AMT5, PAY_AMT5, PAY_AMT6","BILL_AMT1, BILL_AMT6, PAY_0, LIMIT_BAL, BILL_AMT2, MARRIAGE, BILL_AMT4, PAY_AMT6, BILL_AMT5, BILL_AMT3",0.3333333333333333,30-45
78,35,"PAY_0, PAY_5, PAY_3","PAY_0, LIMIT_BAL, PAY_3",0.5,"PAY_0, PAY_5, PAY_3, PAY_2, PAY_6","PAY_0, LIMIT_BAL, PAY_3, PAY_4, BILL_AMT6",0.25,"PAY_0, PAY_5, PAY_3, PAY_2, PAY_6, LIMIT_BAL, PAY_4, PAY_AMT3, PAY_AMT5, BILL_AMT1","PAY_0, LIMIT_BAL, PAY_3, PAY_4, BILL_AMT6, PAY_2, PAY_AMT2, MARRIAGE, PAY_AMT1, PAY_6",0.42857142857142855,30-45
79,35,"PAY_0, BILL_AMT1, PAY_AMT3","BILL_AMT6, BILL_AMT1, BILL_AMT4",0.2,"PAY_0, BILL_AMT1, PAY_AMT3, PAY_AMT1, PAY_AMT2","BILL_AMT6, BILL_AMT1, BILL_AMT4, PAY_0, PAY_AMT1",0.42857142857142855,"PAY_0, BILL_AMT1, PAY_AMT3, PAY_AMT1, PAY_AMT2, PAY_AMT6, BILL_AMT2, LIMIT_BAL, PAY_2, BILL_AMT4","BILL_AMT6, BILL_AMT1, BILL_AMT4, PAY_0, PAY_AMT1, BILL_AMT5, MARRIAGE, LIMIT_BAL, PAY_AMT6, BILL_AMT2",0.5384615384615384,30-45
80,32,"PAY_0, PAY_AMT3, LIMIT_BAL","LIMIT_BAL, PAY_AMT2, PAY_AMT1",0.2,"PAY_0, PAY_AMT3, LIMIT_BAL, PAY_AMT2, BILL_AMT1","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, PAY_AMT6",0.42857142857142855,"PAY_0, PAY_AMT3, LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_AMT4, PAY_AMT5, BILL_AMT6, PAY_AMT6","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, PAY_AMT6, MARRIAGE, PAY_6, PAY_AMT5, PAY_2, PAY_AMT4",0.5384615384615384,30-45
81,37,"PAY_2, PAY_AMT2, PAY_6","PAY_0, LIMIT_BAL, PAY_AMT2",0.2,"PAY_2, PAY_AMT2, PAY_6, PAY_4, PAY_5","PAY_0, LIMIT_BAL, PAY_AMT2, PAY_3, PAY_4",0.25,"PAY_2, PAY_AMT2, PAY_6, PAY_4, PAY_5, PAY_3, LIMIT_BAL, PAY_0, PAY_AMT3, PAY_AMT5","PAY_0, LIMIT_BAL, PAY_AMT2, PAY_3, PAY_4, BILL_AMT6, PAY_AMT1, PAY_2, PAY_6, PAY_5",0.6666666666666666,30-45
82,37,"PAY_0, LIMIT_BAL, PAY_AMT3","LIMIT_BAL, BILL_AMT6, PAY_AMT2",0.2,"PAY_0, LIMIT_BAL, PAY_AMT3, PAY_AMT2, BILL_AMT5","LIMIT_BAL, BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_0",0.42857142857142855,"PAY_0, LIMIT_BAL, PAY_AMT3, PAY_AMT2, BILL_AMT5, PAY_3, PAY_AMT1, BILL_AMT6, MARRIAGE, PAY_5","LIMIT_BAL, BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_0, BILL_AMT5, MARRIAGE, PAY_AMT4, BILL_AMT3, PAY_2",0.42857142857142855,30-45
83,33,"PAY_0, LIMIT_BAL, BILL_AMT1","BILL_AMT6, PAY_0, LIMIT_BAL",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, BILL_AMT6, BILL_AMT3","BILL_AMT6, PAY_0, LIMIT_BAL, MARRIAGE, PAY_AMT2",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, BILL_AMT6, BILL_AMT3, PAY_AMT5, PAY_AMT6, PAY_2, MARRIAGE, SEX","BILL_AMT6, PAY_0, LIMIT_BAL, MARRIAGE, PAY_AMT2, BILL_AMT4, BILL_AMT2, BILL_AMT1, PAY_3, BILL_AMT3",0.42857142857142855,30-45
84,42,"PAY_0, BILL_AMT1, LIMIT_BAL","BILL_AMT1, PAY_0, PAY_AMT1",0.5,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT2, PAY_AMT1","BILL_AMT1, PAY_0, PAY_AMT1, BILL_AMT4, BILL_AMT3",0.42857142857142855,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_AMT3, MARRIAGE, PAY_3, PAY_AMT6, SEX","BILL_AMT1, PAY_0, PAY_AMT1, BILL_AMT4, BILL_AMT3, LIMIT_BAL, AGE, BILL_AMT5, MARRIAGE, BILL_AMT2",0.3333333333333333,30-45
85,41,"PAY_0, BILL_AMT1, PAY_AMT1","BILL_AMT1, BILL_AMT6, PAY_0",0.5,"PAY_0, BILL_AMT1, PAY_AMT1, PAY_AMT2, LIMIT_BAL","BILL_AMT1, BILL_AMT6, PAY_0, LIMIT_BAL, MARRIAGE",0.42857142857142855,"PAY_0, BILL_AMT1, PAY_AMT1, PAY_AMT2, LIMIT_BAL, BILL_AMT2, SEX, PAY_2, PAY_AMT6, PAY_3","BILL_AMT1, BILL_AMT6, PAY_0, LIMIT_BAL, MARRIAGE, PAY_AMT2, BILL_AMT5, PAY_4, PAY_AMT4, PAY_3",0.3333333333333333,30-45
